"itemid","label","category","dbsource","valueuom"
46067,"N/S +KCL 40MEQ","Free Form Intake","carevue",NULL
46068,"N/S+KPO4 15MMOL","Free Form Intake","carevue",NULL
46069,"PE 32cals","Free Form Intake","carevue",NULL
46070,"ascites fluid draind",NULL,"carevue","ml"
46071,"ostomy",NULL,"carevue","ml"
46072,"VAC output",NULL,"carevue","ml"
46074,"VICU IN","Free Form Intake","carevue",NULL
46075,"PE32 PO","Free Form Intake","carevue",NULL
46076,"PE26 ng","Free Form Intake","carevue",NULL
46077,"N/S +15 MMOL Na phos","Free Form Intake","carevue",NULL
46078,"OR cell saver","Free Form Intake","carevue",NULL
46079,"PEG (BAG)",NULL,"carevue","ml"
46081,"IVF ON FLOOR","Free Form Intake","carevue",NULL
46082,"BM28 4Enf Powd 4 MCT","Free Form Intake","carevue","ml"
46083,"E28","Free Form Intake","carevue",NULL
46084,"PE30 w beneprotein","Free Form Intake","carevue",NULL
46085,"abd wound",NULL,"carevue",NULL
46086,"N/S +30MMOL KPO4","Free Form Intake","carevue",NULL
46087,"IV PLASMOLYTE","Free Form Intake","carevue",NULL
46088,"PE32-NG","Free Form Intake","carevue",NULL
46089,"PE28 ng","Free Form Intake","carevue",NULL
46090,"IV Plasmalyte","Free Form Intake","carevue",NULL
46091,".5BM/.5Neocate 24 PG","Free Form Intake","carevue","ml"
46092,".5BM/.5Neocate 24 PO","Free Form Intake","carevue","ml"
46093,"enfacare 22 pg","Free Form Intake","carevue",NULL
46094,"enfacare 22 po","Free Form Intake","carevue",NULL
46095,"ABD INCIS",NULL,"carevue",NULL
46097,"Pe28 cals/oz","Free Form Intake","carevue",NULL
46100,"TPN D10% +hep","Free Form Intake","carevue",NULL
46101,"PE 26","Free Form Intake","carevue",NULL
46103,"Enfacare 22 NG","Free Form Intake","carevue",NULL
46104,"Old CT site",NULL,"carevue",NULL
46105,"2/3 str Impact with.","Free Form Intake","carevue",NULL
46106,"Enfacare28","Free Form Intake","carevue",NULL
46107,"1/2 str Imp with Ben","Free Form Intake","carevue",NULL
46109,"T3","Free Form Intake","carevue",NULL
46110,"naAcetate7.7mEq","Free Form Intake","carevue",NULL
46111,"PO PE28","Free Form Intake","carevue",NULL
46112,"PE26 cal","Free Form Intake","carevue",NULL
46113,"Pe26 + beneprotein","Free Form Intake","carevue",NULL
46114,"enfacare 26 po","Free Form Intake","carevue",NULL
46115,"IV Rabbit","Free Form Intake","carevue",NULL
46116,"K PHOS- 30 MMOL","Free Form Intake","carevue",NULL
46117,"PND13.5","Free Form Intake","carevue",NULL
46118,"NJ tube","Free Form Intake","carevue","ml"
46119,"diayalsis out.",NULL,"carevue","ml"
46120,"15.4meq NaAcetate","Free Form Intake","carevue",NULL
46121,"JP #3+#4",NULL,"carevue","ml"
46122,"ER in FFP","Free Form Intake","carevue",NULL
46123,"ER in NS","Free Form Intake","carevue",NULL
46124,"er in prbc","Free Form Intake","carevue",NULL
46126,"1/2cc:cc repletion","Free Form Intake","carevue",NULL
46127,"PE 26 with BP","Free Form Intake","carevue",NULL
46128,"J-Tube Drainage",NULL,"carevue","ml"
46130,"J Tube feeding","Free Form Intake","carevue","ml"
46131,"Neocate 24 via Jtube","Free Form Intake","carevue","ml"
46132,"Neocate24 via J tube","Free Form Intake","carevue","ml"
46133,"sterile H20 via J-T","Free Form Intake","carevue",NULL
46134,"Drain segment IV",NULL,"carevue","ml"
46135,"NG Drainage",NULL,"carevue","ml"
46138,"N/S +KCL 20MEQ","Free Form Intake","carevue",NULL
46139,"Enfacare 26-PO","Free Form Intake","carevue",NULL
46140,"26cal SC with BP","Free Form Intake","carevue",NULL
46143,"thoracentesis tap",NULL,"carevue","ml"
46148,"Pedialyte per GT","Free Form Intake","carevue",NULL
46149,"Enfacare 22 per GT","Free Form Intake","carevue",NULL
46150,"Good start PO","Free Form Intake","carevue",NULL
46151,"Good Start 20cals","Free Form Intake","carevue",NULL
46152,"pe26 conc NG","Free Form Intake","carevue",NULL
46153,"PE 28 cals","Free Form Intake","carevue",NULL
46154,"PE28 po","Free Form Intake","carevue",NULL
46155,"PE 28","Free Form Intake","carevue",NULL
46156,"PE26 conc-NG","Free Form Intake","carevue",NULL
46157,"PE28 conc","Free Form Intake","carevue",NULL
46158,"PE30 PO","Free Form Intake","carevue",NULL
46159,"PO PE26","Free Form Intake","carevue",NULL
46160,"PE32 w/ beneprotein","Free Form Intake","carevue",NULL
46161,"Enfacare 28 GT","Free Form Intake","carevue",NULL
46162,"Enfacare 28 PO","Free Form Intake","carevue",NULL
46163,"SC28with beneprotein","Free Form Intake","carevue",NULL
46164,"GT output",NULL,"carevue","ml"
46165,"PD fluid in","Free Form Intake","carevue",NULL
46166,"iv intake- farr 9","Free Form Intake","carevue",NULL
46167,"IV INTAKE-ANGIO","Free Form Intake","carevue",NULL
46169,"free water bolus.","Free Form Intake","carevue",NULL
46170,"colloids in angio","Free Form Intake","carevue",NULL
46171,"crystalloids in ango","Free Form Intake","carevue",NULL
46172,"CVVHDF CA GLUC","Free Form Intake","carevue",NULL
46173,"CVVHDF KCL","Free Form Intake","carevue",NULL
46174,"Protonix gtt 8mg/hr","Free Form Intake","carevue",NULL
46175,"K PHOS 15MM0L","Free Form Intake","carevue",NULL
46176,"1/2 ST IMPACT","Free Form Intake","carevue",NULL
46177,"URINE OUT-ANGIO",NULL,"carevue","ml"
46178,"PD fluid out",NULL,"carevue","ml"
46179,"mucous bag",NULL,"carevue",NULL
46180,"urine out-angio",NULL,"carevue","ml"
46181,"Pancr. Pigtail #1",NULL,"carevue",NULL
46182,"Thoracen. Drain #2",NULL,"carevue","ml"
46183,"Left Arm drains.",NULL,"carevue","ml"
46184,"JP Site.",NULL,"carevue","ml"
46185,"PEG to gravity",NULL,"carevue","ml"
46186,"Flexiseal stool",NULL,"carevue","ml"
46192,"OR cryo","Free Form Intake","carevue",NULL
46194,"mesan","Free Form Intake","carevue",NULL
46196,"doxorubicin","Free Form Intake","carevue",NULL
46197,"BUMEX","Free Form Intake","carevue",NULL
46198,"paracentesis.",NULL,"carevue","ml"
46200,"12 resiman ivf","Free Form Intake","carevue",NULL
46203,"pantoprazole 8mg/hr","Free Form Intake","carevue",NULL
46205,"banana readi cat","Free Form Intake","carevue",NULL
46206,"OR d5w","Free Form Intake","carevue",NULL
46207,"OR LR","Free Form Intake","carevue",NULL
46208,"drainage left arm",NULL,"carevue","ml"
46209,"EW fluids","Free Form Intake","carevue",NULL
46211,"SSC24","Free Form Intake","carevue",NULL
46212,"protonix 80mg/250cc","Free Form Intake","carevue",NULL
46213,"pleural drainage/OR",NULL,"carevue","ml"
46214,"IVPB","Free Form Intake","carevue",NULL
46216,"D10W with heparin","Free Form Intake","carevue",NULL
46217,"enfacare26","Free Form Intake","carevue",NULL
46218,"enfacare26NG","Free Form Intake","carevue",NULL
46220,"Abd output in OR",NULL,"carevue","ml"
46221,"Good start","Free Form Intake","carevue",NULL
46222,"Plasma pheresis","Free Form Intake","carevue",NULL
46223,"potasium","Free Form Intake","carevue",NULL
46224,"drainage fr CT site","Free Form Intake","carevue","ml"
46225,"drainge fr CT site",NULL,"carevue","ml"
46226,"D5W w/40meq K","Free Form Intake","carevue",NULL
46227,"go lytely","Free Form Intake","carevue",NULL
46228,"Enfacare26 PO","Free Form Intake","carevue",NULL
46229,"belly fluid.",NULL,"carevue",NULL
46230,"Dialysis 1.5% IN","Free Form Intake","carevue","ml"
46232,"dialysis flush","Free Form Intake","carevue","ml"
46233,"i/o adjustment",NULL,"carevue",NULL
46234,"output adjustment",NULL,"carevue","ml"
46235,"PE 32 PG","Free Form Intake","carevue",NULL
46236,"SSC24 with BP","Free Form Intake","carevue",NULL
46237,"chest tube in or",NULL,"carevue","ml"
46238,"paracentisis fluid",NULL,"carevue",NULL
46239,"PE30 w/Beneprotein","Free Form Intake","carevue",NULL
46241,"pancreatic fistula",NULL,"carevue","ml"
46242,"pin site drain",NULL,"carevue","ml"
46243,"H2O Flushes","Free Form Intake","carevue",NULL
46244,"pigtail irrigation","Free Form Intake","carevue",NULL
46245,"PE 31 PG","Free Form Intake","carevue",NULL
46246,"PE 31 PO","Free Form Intake","carevue",NULL
46247,"PE 32 PO","Free Form Intake","carevue",NULL
46248,"PE28 w/Beneprotein","Free Form Intake","carevue",NULL
46249,"R angio site",NULL,"carevue",NULL
46250,"EBL  CVVH",NULL,"carevue",NULL
46251,"SODABICARB DRIP","Free Form Intake","carevue",NULL
46252,"CCO Bolus","Free Form Intake","carevue",NULL
46253,"Left Hand Drain",NULL,"carevue","ml"
46254,"PE28 w/BP Bottle","Free Form Intake","carevue",NULL
46255,"groin pouch",NULL,"carevue","ml"
46256,"PE 26 w/Beneprotein","Free Form Intake","carevue",NULL
46258,"D15 bolus","Free Form Intake","carevue",NULL
46259,"Pigtail Drain Flush","Free Form Intake","carevue","ml"
46260,"Breast pump",NULL,"carevue",NULL
46261,"PE 26w/bp bottle","Free Form Intake","carevue",NULL
46262,"dialysate 2.5% in","Free Form Intake","carevue",NULL
46263,"potassium phos 15mml","Free Form Intake","carevue",NULL
46264,"Nutramigen 22 NG","Free Form Intake","carevue",NULL
46265,"T4","Free Form Intake","carevue",NULL
46266,"readi-cat2","Free Form Intake","carevue",NULL
46267,"t tibe #2 right",NULL,"carevue",NULL
46268,"t.tube #1 left",NULL,"carevue","ml"
46269,"Drain #1 WOUND",NULL,"carevue","ml"
46270,"GTUBE POUCH",NULL,"carevue","ml"
46271,"H20 Na Acet and hep","Free Form Intake","carevue",NULL
46272,"Nutramigen26 NG","Free Form Intake","carevue",NULL
46273,"Nutramigen26 PO","Free Form Intake","carevue",NULL
46275,"H2O/Hep/NaAcet","Free Form Intake","carevue",NULL
46276,"PE26+polycose NG","Free Form Intake","carevue",NULL
46277,"PE26+polycose PO","Free Form Intake","carevue",NULL
46280,"Enfacare 26 PO","Free Form Intake","carevue",NULL
46281,"E24 with BP NG","Free Form Intake","carevue",NULL
46282,"Drain Out #6 JP Medial",NULL,"carevue","ml"
46284,"Citrate","Free Form Intake","carevue",NULL
46285,"vac output",NULL,"carevue","ml"
46286,"left hand pouch",NULL,"carevue","ml"
46290,"BM33 with BP","Free Form Intake","carevue","ml"
46291,"Ca Gluconate","Free Form Intake","carevue",NULL
46292,"CRRT Irrigation","Free Form Intake","carevue",NULL
46293,"CRRT Citrate","Free Form Intake","carevue",NULL
46294,"THORACENTEIS",NULL,"carevue",NULL
46295,"PLEURAL FLUID (OR)",NULL,"carevue","ml"
46296,"PE29 ng","Free Form Intake","carevue",NULL
46297,"PE29 po","Free Form Intake","carevue",NULL
46298,"Enfacare 26","Free Form Intake","carevue",NULL
46299,"NA Acetate 0.5U hep.","Free Form Intake","carevue",NULL
46300,"Plasma-Lyte A","Free Form Intake","carevue",NULL
46301,"dexmedetomidine","Free Form Intake","carevue",NULL
46302,"1/2 Nutren Renal TF","Free Form Intake","carevue",NULL
46304,"Cecostomy",NULL,"carevue","ml"
46305,"hemo dial ultrafil",NULL,"carevue",NULL
46307,"stool/fistula",NULL,"carevue","ml"
46308,"E 26 PO","Free Form Intake","carevue",NULL
46309,"Drain Out #7 Wound Vac",NULL,"carevue","ml"
46311,"crrt irrigation","Free Form Intake","carevue",NULL
46312,"nutramigen24","Free Form Intake","carevue",NULL
46313,"6% Hespan","Free Form Intake","carevue",NULL
46314,"NSbolus","Free Form Intake","carevue",NULL
46315,"LT paracentesis",NULL,"carevue",NULL
46316,"Pe 30 ng","Free Form Intake","carevue",NULL
46317,"Pe 30 po","Free Form Intake","carevue",NULL
46318,"NaAcetate in H2O","Free Form Intake","carevue",NULL
46319,"7 feldberg  iv","Free Form Intake","carevue",NULL
46320,"L ARM",NULL,"carevue",NULL
46322,"Bicarb Drip","Free Form Intake","carevue",NULL
46323,"D5W w/30mmolNaPhos","Free Form Intake","carevue",NULL
46328,"Pe 28 po","Free Form Intake","carevue",NULL
46330,"octreotide gtt","Free Form Intake","carevue",NULL
46332,"SterileH20NaAcetate","Free Form Intake","carevue",NULL
46333,"Pe 26","Free Form Intake","carevue",NULL
46334,"OR Out",NULL,"carevue","ml"
46335,"repogle drainage out",NULL,"carevue","ml"
46336,"10% Dextran 40/D5W","Free Form Intake","carevue",NULL
46337,"1/2NaAcet with hep","Free Form Intake","carevue",NULL
46338,"Enfamil 26 Po","Free Form Intake","carevue",NULL
46339,"pe28","Free Form Intake","carevue",NULL
46340,"Bupivicaine","Free Form Intake","carevue",NULL
46341,"Enf28 w/polycose","Free Form Intake","carevue",NULL
46342,"Enfacare 26 NG","Free Form Intake","carevue",NULL
46343,"E26","Free Form Intake","carevue",NULL
46344,"1/2NaAce + 1:1 Hep","Free Form Intake","carevue",NULL
46345,"BM + 2HMF","Free Form Intake","carevue","ml"
46346,"PND8.5 with hep 0.5u","Free Form Intake","carevue",NULL
46347,"BM26 with enfamil p.","Free Form Intake","carevue","ml"
46348,"BM 4HMF","Free Form Intake","carevue","ml"
46349,"Vac",NULL,"carevue",NULL
46350,"Siloh Drainage",NULL,"carevue","ml"
46351,"E28 2cals corn oil","Free Form Intake","carevue",NULL
46352,"VAC CHEST DRESSING",NULL,"carevue",NULL
46353,"osh ivf of ns","Free Form Intake","carevue",NULL
46354,"phenytoin","Free Form Intake","carevue",NULL
46355,"0.9%NS with 40KCL","Free Form Intake","carevue",NULL
46356,"N/S + K 40 MEQ","Free Form Intake","carevue",NULL
46357,"NSS WITH MULTIVIT","Free Form Intake","carevue",NULL
46358,"Sodium phosphate","Free Form Intake","carevue",NULL
46359,"NS in angio","Free Form Intake","carevue",NULL
46360,"ivf from osh","Free Form Intake","carevue",NULL
46361,"D5W +3 Amps NaHco3","Free Form Intake","carevue",NULL
46362,"bicarbonate","Free Form Intake","carevue",NULL
46363,"na acetate w/ hep","Free Form Intake","carevue",NULL
46364,"KPo4 30mmol /NS","Free Form Intake","carevue",NULL
46366,"fasciotomy","Free Form Intake","carevue",NULL
46367,"angio suite","Free Form Intake","carevue",NULL
46369,"vac cannister",NULL,"carevue",NULL
46370,"Cerebral Drain #1",NULL,"carevue","ml"
46371,"Cerebral Drain #2",NULL,"carevue","ml"
46372,"JP #1 Lateral",NULL,"carevue","ml"
46373,"JP #2 Medial",NULL,"carevue","ml"
46383,"D5W/0.9NS with meds","Free Form Intake","carevue",NULL
46384,"plasma pheresis in","Free Form Intake","carevue",NULL
46385,"Enf 28 2mct","Free Form Intake","carevue",NULL
46386,"Enf 28 2cal corn oil","Free Form Intake","carevue",NULL
46387,"Enfacare26","Free Form Intake","carevue",NULL
46389,"CRRT FLUSH","Free Form Intake","carevue",NULL
46390,"N/S  K PHOS 30MMOL","Free Form Intake","carevue",NULL
46391,"7.7MEq NaAcetate","Free Form Intake","carevue",NULL
46392,"NA Acetate/H2O","Free Form Intake","carevue",NULL
46393,"PE 26 cal","Free Form Intake","carevue",NULL
46394,"Peritoneal dialysis",NULL,"carevue","ml"
46397,"Neosure 22","Free Form Intake","carevue",NULL
46398,"R Thoracentesis",NULL,"carevue","ml"
46399,"Drain Out #3 JP Medial",NULL,"carevue","ml"
46400,"fld bolus",NULL,"carevue",NULL
46401,"PEG gracity",NULL,"carevue","ml"
46403,"BM NG","Free Form Intake","carevue","ml"
46404,"crystalloid from f10","Free Form Intake","carevue",NULL
46406,"ed crystalloids","Free Form Intake","carevue",NULL
46407,"ED PRBC","Free Form Intake","carevue",NULL
46410,"angio FFP","Free Form Intake","carevue",NULL
46411,"Nutramigin 26 NG","Free Form Intake","carevue",NULL
46412,"Nutramigin 26 PO","Free Form Intake","carevue",NULL
46413,"peritoneal puncture",NULL,"carevue",NULL
46414,"Lt groin drainage bg",NULL,"carevue","ml"
46415,"wound pouch",NULL,"carevue","ml"
46416,"BM+4cal prosobee","Free Form Intake","carevue","ml"
46417,"citrate","Free Form Intake","carevue",NULL
46418,"ER ffp","Free Form Intake","carevue",NULL
46419,"H20/NA ACETATE/HEP","Free Form Intake","carevue",NULL
46420,"PE26 PG","Free Form Intake","carevue",NULL
46421,"PE 26cals","Free Form Intake","carevue",NULL
46422,"rescue line flush","Free Form Intake","carevue",NULL
46423,"ed foley",NULL,"carevue",NULL
46427,"N/S + VINCRISTINE","Free Form Intake","carevue",NULL
46428,"N/S +ETOPOSIDE","Free Form Intake","carevue",NULL
46429,"sodium phosphate 15m","Free Form Intake","carevue",NULL
46430,"Open ABD wound",NULL,"carevue",NULL
46431,"1/2 NaAce w1/2 uHep","Free Form Intake","carevue",NULL
46432,"7.7 meq NaAcetate","Free Form Intake","carevue",NULL
46433,"Na Acetate","Free Form Intake","carevue",NULL
46434,"Na Acetate with hep","Free Form Intake","carevue",NULL
46436,"U/O /kg/hour",NULL,"carevue",NULL
46438,"PE26NG","Free Form Intake","carevue",NULL
46439,"7.7meqNaAc w1/2uhep","Free Form Intake","carevue",NULL
46440,"PE26PO","Free Form Intake","carevue",NULL
46441,"19.25 neq Na Acetate","Free Form Intake","carevue",NULL
46442,"TPN D5.5","Free Form Intake","carevue",NULL
46443,"PE 26cal","Free Form Intake","carevue",NULL
46445,"PO PE 30","Free Form Intake","carevue",NULL
46447,"PN D9.5","Free Form Intake","carevue",NULL
46448,"PN D 8.5","Free Form Intake","carevue",NULL
46449,"GU output total",NULL,"carevue","ml"
46451,"15.4 mEq Na Acetate","Free Form Intake","carevue",NULL
46453,"potassium 10/100","Free Form Intake","carevue",NULL
46454,"NS->JP::  CC:CC","Free Form Intake","carevue","ml"
46455,"D5W +NaHcO3","Free Form Intake","carevue",NULL
46456,"Cath lab output",NULL,"carevue","ml"
46457,"Golytely bowel prep","Free Form Intake","carevue",NULL
46458,"PN D 11.5","Free Form Intake","carevue",NULL
46460,"ACD-A","Free Form Intake","carevue",NULL
46461,"1/2CC/CCJT REPLETION","Free Form Intake","carevue",NULL
46462,"collection bag",NULL,"carevue",NULL
46464,"Hemodialysis OUT",NULL,"carevue","ml"
46465,"PE32 NG","Free Form Intake","carevue",NULL
46466,"vac drainage.",NULL,"carevue","ml"
46467,"Kphos 30mmol/44 mEq","Free Form Intake","carevue",NULL
46469,"cc/cc replacement JP","Free Form Intake","carevue","ml"
46470,"Pe28","Free Form Intake","carevue",NULL
46471,"NGT out",NULL,"carevue","ml"
46472,"pe28 ng","Free Form Intake","carevue",NULL
46473,"HD Ultrafiltrate",NULL,"carevue","ml"
46476,"TPN D 8.5","Free Form Intake","carevue",NULL
46477,"pe26","Free Form Intake","carevue",NULL
46478,"JP #1",NULL,"carevue","ml"
46479,"JP #2",NULL,"carevue","ml"
46481,"15mmol NaPhos.","Free Form Intake","carevue",NULL
46482,"NSS WITH 40 MEQ KCL","Free Form Intake","carevue",NULL
46483,"7.7meq naAcetate","Free Form Intake","carevue",NULL
46484,"verapamil","Free Form Intake","carevue",NULL
46486,"StarterPN D10 w/ Hep","Free Form Intake","carevue",NULL
46487,"PE 26 ng","Free Form Intake","carevue",NULL
46488,"PE 28 cals NG","Free Form Intake","carevue",NULL
46489,"JP Other",NULL,"carevue","ml"
46490,"Contrast Dye","Free Form Intake","carevue",NULL
46491,"PE 30 ng","Free Form Intake","carevue",NULL
46492,"Dexmedetomide","Free Form Intake","carevue",NULL
46493,"RESCUE LINE","Free Form Intake","carevue",NULL
46494,"IR cerbral Fluid",NULL,"carevue",NULL
46495,"IR EBL",NULL,"carevue",NULL
46496,"kcl 10/100ml","Free Form Intake","carevue",NULL
46497,"Rectal EBL",NULL,"carevue",NULL
46498,"good start formula","Free Form Intake","carevue",NULL
46499,"Enfacare 22","Free Form Intake","carevue",NULL
46500,"7.7meqNaAcetate","Free Form Intake","carevue",NULL
46501,"H2O Bolus","Free Form Intake","carevue",NULL
46503,"BM via g-tube","Free Form Intake","carevue","ml"
46504,"g-tube H2O flush","Free Form Intake","carevue","ml"
46506,"penrose drain outpt",NULL,"carevue","ml"
46508,"SW with 1/2 Na Ace","Free Form Intake","carevue",NULL
46509,"Tap Water Enema","Free Form Intake","carevue",NULL
46510,"BM26 w/enfacare- GT","Free Form Intake","carevue","ml"
46511,"Barium","Free Form Intake","carevue",NULL
46514,"PE26 cal PG","Free Form Intake","carevue",NULL
46515,"PE26cal pg","Free Form Intake","carevue",NULL
46516,"rescue flush","Free Form Intake","carevue",NULL
46517,"NS 4mEQ Ca/100 + Hep","Free Form Intake","carevue",NULL
46518,"NS 4mECa .5K+ .5Hep","Free Form Intake","carevue",NULL
46519,"left pl tap",NULL,"carevue","ml"
46520,"J-tube flush","Free Form Intake","carevue","ml"
46521,"Isoproterenol","Free Form Intake","carevue",NULL
46522,"Pantoprazole 8mg/hr","Free Form Intake","carevue",NULL
46523,"OR paracentesis",NULL,"carevue","ml"
46524,"ED CRYSTALLOID","Free Form Intake","carevue",NULL
46528,"Floor PO's","Free Form Intake","carevue",NULL
46529,"Floor crystalloid","Free Form Intake","carevue",NULL
46530,"Floor FFP","Free Form Intake","carevue",NULL
46532,"Floor urine",NULL,"carevue","ml"
46534,"Blake",NULL,"carevue",NULL
46536,"CT Contrast","Free Form Intake","carevue",NULL
46538,"PD solution in","Free Form Intake","carevue",NULL
46539,"Drainage bag",NULL,"carevue","ml"
46540,"Acetylcystein","Free Form Intake","carevue",NULL
46543,"Acetylcysteine mg/hr","Free Form Intake","carevue",NULL
46544,"left arm drainage",NULL,"carevue","ml"
46546,"D10- 1/2NS","Free Form Intake","carevue",NULL
46547,"rescue","Free Form Intake","carevue",NULL
46548,"Pantoprazole gtt","Free Form Intake","carevue",NULL
46549,"Rescue Line","Free Form Intake","carevue",NULL
46550,"K+ Phos 30mmol","Free Form Intake","carevue",NULL
46551,"Wrist/groin drain",NULL,"carevue","ml"
46553,"catrh lab ivf","Free Form Intake","carevue",NULL
46554,"Bumex","Free Form Intake","carevue",NULL
46555,"gastric asp",NULL,"carevue","ml"
46556,"groin drain",NULL,"carevue","ml"
46559,"pantaprazole","Free Form Intake","carevue",NULL
46560,"Octrietide","Free Form Intake","carevue",NULL
46561,"TPA MG/HR","Free Form Intake","carevue",NULL
46562,"NAPO4","Free Form Intake","carevue",NULL
46564,"Albumin","Free Form Intake","carevue",NULL
46565,"pantoprazole mg/hr","Free Form Intake","carevue",NULL
46566,"abcess",NULL,"carevue",NULL
46567,"anastomosis leak",NULL,"carevue",NULL
46568,"pigtail bile drain",NULL,"carevue","ml"
46569,"KCL 10meq/100ml","Free Form Intake","carevue",NULL
46570,"vassopressin","Free Form Intake","carevue",NULL
46571,"pigtail drain replac","Free Form Intake","carevue","ml"
46572,"1/2 str Impact","Free Form Intake","carevue",NULL
46574,"CRRT rescue line NS","Free Form Intake","carevue",NULL
46575,"GB drain",NULL,"carevue","ml"
46577,"MULTIVITAMIN BAG","Free Form Intake","carevue",NULL
46578,"URINE OUTPUT-ER",NULL,"carevue","ml"
46580,"rodney smith drain",NULL,"carevue","ml"
46582,"Nutren pulm w/Bene","Free Form Intake","carevue",NULL
46583,"tranexamic acid","Free Form Intake","carevue",NULL
46585,"D5W with 150MEQ HCO3","Free Form Intake","carevue",NULL
46588,"Rescue line","Free Form Intake","carevue",NULL
46589,"1/2cc:cc 0.45% NS","Free Form Intake","carevue",NULL
46590,"Gastrografen","Free Form Intake","carevue",NULL
46591,"calcuim gluconate","Free Form Intake","carevue",NULL
46592,"soduim bicarbonate","Free Form Intake","carevue",NULL
46593,"MULTIVIT ""BANANA""BAG","Free Form Intake","carevue",NULL
46594,"groin bag",NULL,"carevue",NULL
46595,"left arm bag",NULL,"carevue",NULL
46596,"left arm bag #1",NULL,"carevue",NULL
46597,"left arm bag #2",NULL,"carevue",NULL
46598,"right arm bag #1",NULL,"carevue",NULL
46599,"OR Cell Saver","Free Form Intake","carevue",NULL
46600,"OR Plasmalyte","Free Form Intake","carevue",NULL
46602,"Sodabicarb Drip","Free Form Intake","carevue",NULL
46603,"Sodium Citrate ml/hr","Free Form Intake","carevue",NULL
46604,"Angio Output",NULL,"carevue","ml"
46605,"NGT Aspirate",NULL,"carevue","ml"
46606,"ORAL SECRETION",NULL,"carevue",NULL
46608,"K PHOS 15MMOL","Free Form Intake","carevue",NULL
46609,"bupivacaine","Free Form Intake","carevue",NULL
46610,"Contrast","Free Form Intake","carevue",NULL
46611,"POTASSIUM CHLOR 10MQ","Free Form Intake","carevue",NULL
46612,"E.R. prbc","Free Form Intake","carevue",NULL
46613,"abd JP output",NULL,"carevue","ml"
46617,"Plasmalyte A","Free Form Intake","carevue",NULL
46618,"Emema","Free Form Intake","carevue",NULL
46619,"JP#1superficial",NULL,"carevue","ml"
46620,"JP#2deep",NULL,"carevue","ml"
46622,"ultrafiltrate out",NULL,"carevue","ml"
46624,"Anti-thymocyte Glob","Free Form Intake","carevue",NULL
46625,"octreotride","Free Form Intake","carevue",NULL
46626,"drain #2 other",NULL,"carevue","ml"
46628,"Drain Out #2 Davol",NULL,"carevue","ml"
46630,"D10NSS","Free Form Intake","carevue",NULL
46632,"rescue line","Free Form Intake","carevue",NULL
46633,"KCL 10mmol in 100sw","Free Form Intake","carevue",NULL
46634,"EP lab intake","Free Form Intake","carevue",NULL
46635,"RESCUE FLUSH","Free Form Intake","carevue",NULL
46636,"CITRATE DEXTROSE 3%","Free Form Intake","carevue",NULL
46637,"duodenostomy tube",NULL,"carevue","ml"
46638,"EP lab output",NULL,"carevue","ml"
46639,"pre arrival ivf","Free Form Intake","carevue",NULL
46640,"GASTROGRAFIN/J TUBE","Free Form Intake","carevue","ml"
46641,"ANGIO INTIAKE","Free Form Intake","carevue",NULL
46643,"ns/40kcl","Free Form Intake","carevue",NULL
46644,"D5W & 150 MEQ NAHCO3","Free Form Intake","carevue",NULL
46645,"ascities out",NULL,"carevue","ml"
46649,"L. Pleural tap",NULL,"carevue","ml"
46651,"citrate dextrose","Free Form Intake","carevue",NULL
46652,"GB drain flush","Free Form Intake","carevue","ml"
46653,"Flush Pack","Free Form Intake","carevue",NULL
46654,"Flexiseal Irrigant","Free Form Intake","carevue",NULL
46655,"leg drain",NULL,"carevue","ml"
46656,"Left Femoral Drain",NULL,"carevue","ml"
46657,"Right femoral Drain",NULL,"carevue","ml"
46658,"ED Urine output",NULL,"carevue","ml"
46659,"Aline Site",NULL,"carevue",NULL
46660,"sodiumphosphate15mmo","Free Form Intake","carevue",NULL
46662,"Right Shoulder",NULL,"carevue",NULL
46663,"Drain pouch #1",NULL,"carevue","ml"
46664,"Drain Pouch #2",NULL,"carevue","ml"
46665,"citrate gtt","Free Form Intake","carevue",NULL
46666,"JP REPLETION-LR","Free Form Intake","carevue","ml"
46668,"0.45%ns + 20 meq kcl","Free Form Intake","carevue",NULL
46669,"0.45%NS +40meq kcl","Free Form Intake","carevue",NULL
46670,"0.45% + 60 MEQ KCL","Free Form Intake","carevue",NULL
46671,"D50.45%NS + 60MQ KCL","Free Form Intake","carevue",NULL
46672,"JP repl w/Na Bicarb","Free Form Intake","carevue","ml"
46673,"Mucos fistula",NULL,"carevue","ml"
46674,"30mmol NaPhos","Free Form Intake","carevue",NULL
46675,"hd removed",NULL,"carevue","ml"
46677,"Flush","Free Form Intake","carevue",NULL
46678,"j tube flush","Free Form Intake","carevue","ml"
46679,"KCL 10 MEQ","Free Form Intake","carevue",NULL
46680,"Kphos 15 mmol","Free Form Intake","carevue",NULL
46681,"CRRT Rescue Flush","Free Form Intake","carevue",NULL
46682,"K Phos 15mmol","Free Form Intake","carevue",NULL
46683,"Bile refeeding via J","Free Form Intake","carevue",NULL
46684,"ER FFP","Free Form Intake","carevue",NULL
46685,"PD fluid","Free Form Intake","carevue",NULL
46686,"resue flush","Free Form Intake","carevue",NULL
46687,"acetylcystein","Free Form Intake","carevue",NULL
46688,"Floor NS Bolus","Free Form Intake","carevue",NULL
46689,"30mmol Na Phos/D5W","Free Form Intake","carevue",NULL
