icd9_code,short_title,long_title,source
66904,Matern distress-postpart,"Maternal distress complicating labor and delivery, postpartum condition or complication",diagnose
6691,Fallopian tube aspirat,Aspiration of fallopian tube,procedure
66910,Obstetric shock-unspec,"Shock during or following labor and delivery, unspecified as to episode of care or not applicable",diagnose
66911,Obstetric shock-deliver,"Shock during or following labor and delivery, delivered, with or without mention of antepartum condition",diagnose
66912,Obstet shock-deliv w p/p,"Shock during or following labor and delivery, delivered, with mention of postpartum complication",diagnose
66913,Obstetric shock-antepar,"Shock during or following labor and delivery, antepartum condition or complication",diagnose
66914,Obstetric shock-postpart,"Shock during or following labor and delivery, postpartum condition or complication",diagnose
6692,Unilat fallop tube destr,Unilateral destruction or occlusion of fallopian tube,procedure
66920,Matern hypotens syn-unsp,"Maternal hypotension syndrome, unspecified as to episode of care or not applicable",diagnose
66921,Matern hypoten syn-deliv,"Maternal hypotension syndrome, delivered, with or without mention of antepartum condition",diagnose
66922,Matern hypoten-del w p/p,"Maternal hypotension syndrome, delivered, with mention of postpartum complication",diagnose
66923,Matern hypotens-antepar,"Maternal hypotension syndrome, antepartum condition or complication",diagnose
66924,Matern hypotens-postpart,"Maternal hypotension syndrome, postpartum condition or complication",diagnose
6693,Impl fallop tube prosth,Implantation or replacement of prosthesis of fallopian tube,procedure
66930,Ac kidny fail w del-unsp,"Acute kidney failure following labor and delivery, unspecified as to episode of care or not applicable",diagnose
66932,Ac kidney fail-del w p/p,"Acute kidney failure following labor and delivery, delivered, with mention of postpartum complication",diagnose
66934,Ac kidney fail-postpart,"Acute kidney failure following labor and delivery, postpartum condition or complication",diagnose
6694,Remov fallop tube prosth,Removal of prosthesis of fallopian tube,procedure
66940,Oth ob surg compl-unspec,"Other complications of obstetrical surgery and procedures, unspecified as to episode of care or not applicable",diagnose
66941,Oth ob compl-delivered,"Other complications of obstetrical surgery and procedures, delivered, with or without mention of antepartum condition",diagnose
66942,Oth ob compl-deliv w p/p,"Other complications of obstetrical surgery and procedures, delivered, with mention of postpartum complication",diagnose
66943,Complc ob surg anteprtm,"Other complications of obstetrical surgery and procedures, antepartum condition or complication",diagnose
66944,Oth ob surg compl-postpa,"Other complications of obstetrical surgery and procedures, postpartum condition or complication",diagnose
6695,Blow therapeut into tube,Insufflation of therapeutic agent into fallopian tubes,procedure
66950,Forcep deliv NOS-unspec,"Forceps or vacuum extractor delivery without mention of indication, unspecified as to episode of care or not applicable",diagnose
66951,Forcep deliv NOS-deliver,"Forceps or vacuum extractor delivery without mention of indication, delivered, with or without mention of antepartum condition",diagnose
6696,Fallopian tube dilation,Dilation of fallopian tube,procedure
66960,Breech extr NOS-unspec,"Breech extraction, without mention of indication, unspecified as to episode of care or not applicable",diagnose
66961,Breech extr NOS-deliver,"Breech extraction, without mention of indication, delivered, with or without mention of antepartum condition",diagnose
6697,Bury fimbriae in uterus,Burying of fimbriae in uterine wall,procedure
66970,Cesarean deliv NOS-unsp,"Cesarean delivery, without mention of indication, unspecified as to episode of care or not applicable",diagnose
66971,Cesarean delivery NOS,"Cesarean delivery, without mention of indication, delivered, with or without mention of antepartum condition",diagnose
66980,Compl lab/deliv NEC-unsp,"Other complications of labor and delivery, unspecified as to episode of care or not applicable",diagnose
66981,Comp lab/deliv NEC-deliv,"Other complications of labor and delivery, delivered, with or without mention of antepartum condition",diagnose
66982,Compl del NEC-del w p/p,"Other complications of labor and delivery, delivered, with mention of postpartum complication",diagnose
66983,Compl deliv NEC-antepar,"Other complications of labor and delivery, antepartum condition or complication",diagnose
66984,Compl deliv NEC-postpart,"Other complications of labor and delivery, postpartum condition or complication",diagnose
6699,Fallopian tube op NEC,Other operations on fallopian tubes,procedure
66990,Compl lab/deliv NOS-unsp,"Unspecified complication of labor and delivery, unspecified as to episode of care or not applicable",diagnose
66991,Comp lab/deliv NOS-deliv,"Unspecified complication of labor and delivery, delivered, with or without mention of antepartum condition",diagnose
66992,Compl del NOS-del w p/p,"Unspecified complication of labor and delivery, delivered, with mention of postpartum complication",diagnose
66993,Compl deliv NOS-antepar,"Unspecified complication of labor and delivery, antepartum condition or complication",diagnose
66994,Compl deliv NOS-postpart,"Unspecified complication of labor and delivery, postpartum condition or complication",diagnose
670,Cervical canal dilation,Dilation of cervical canal,procedure
67000,Maj puerp inf NOS-unsp,"Major puerperal infection, unspecified as to episode of care or not applicable",diagnose
67002,Maj puer inf NOS-del p/p,"Major puerperal infection, delivered, with mention of postpartum complication",diagnose
67004,Major puerp inf NOS-p/p,"Major puerperal infection, postpartum condition or complication",diagnose
67010,Puerp endometritis-unsp,"Puerperal endometritis, unspecified as to episode of care or not applicable",diagnose
67012,Puerp endomet del w p/p,"Puerperal endometritis, delivered, with mention of postpartum complication",diagnose
67014,Puerp endomet-postpart,"Puerperal endometritis, postpartum condition or complication",diagnose
67020,Puerperal sepsis-unsp,"Puerperal sepsis, unspecified as to episode of care or not applicable",diagnose
67022,Puerprl sepsis-del w p/p,"Puerperal sepsis, delivered, with mention of postpartum complication",diagnose
67024,Puerperl sepsis-postpart,"Puerperal sepsis, postpartum condition or complication",diagnose
67030,Puerp septc thromb-unsp,"Puerperal septic thrombophlebitis, unspecified as to episode of care or not applicable",diagnose
67032,Prp sptc thrmb-del w p/p,"Puerperal septic thrombophlebitis, delivered, with mention of postpartum complication",diagnose
67034,Prp septc thrmb-postpart,"Puerperal septic thrombophlebitis, postpartum condition or complication",diagnose
67080,Maj prp infec NEC-unspec,"Other major puerperal infection, unspecified as to episode of care or not applicable",diagnose
67082,Maj prp inf NEC-dl w p/p,"Other major puerperal infection, delivered, with mention of postpartum complication",diagnose
67084,Maj puerp infec NEC-p/p,"Other major puerperal infection, postpartum condition or complication",diagnose
67100,Varic vein leg preg-unsp,"Varicose veins of legs complicating pregnancy and the puerperium, unspecified as to episode of care or not applicable",diagnose
67101,Varicose vein leg-deliv,"Varicose veins of legs complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition",diagnose
67102,Varic vein leg-del w p/p,"Varicose veins of legs complicating pregnancy and the puerperium, delivered, with mention of postpartum complication",diagnose
67103,Varic vein leg-antepart,"Varicose veins of legs complicating pregnancy and the puerperium, antepartum condition or complication",diagnose
67104,Varic vein leg-postpart,"Varicose veins of legs complicating pregnancy and the puerperium, postpartum condition or complication",diagnose
6711,Endocervical biopsy,Endocervical biopsy,procedure
67110,Varic vulva preg-unspec,"Varicose veins of vulva and perineum complicating pregnancy and the puerperium, unspecified as to episode of care or not applicable",diagnose
67111,Varicose vulva-delivered,"Varicose veins of vulva and perineum complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition",diagnose
67112,Varicose vulva-del w p/p,"Varicose veins of vulva and perineum complicating pregnancy and the puerperium, delivered, with mention of postpartum complication",diagnose
67113,Varicose vulva-antepart,"Varicose veins of vulva and perineum complicating pregnancy and the puerperium, antepartum condition or complication",diagnose
67114,Varicose vulva-postpart,"Varicose veins of vulva and perineum complicating pregnancy and the puerperium, postpartum condition or complication",diagnose
6712,Cervical biopsy NEC,Other cervical biopsy,procedure
67120,Thrombophleb preg-unspec,"Superficial thrombophlebitis complicating pregnancy and the puerperium, unspecified as to episode of care or not applicable",diagnose
67121,Thrombophlebitis-deliver,"Superficial thrombophlebitis complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition",diagnose
67122,Thrombophleb-deliv w p/p,"Superficial thrombophlebitis complicating pregnancy and the puerperium, delivered, with mention of postpartum complication",diagnose
67123,Thrombophlebit-antepart,"Superficial thrombophlebitis complicating pregnancy and the puerperium, antepartum condition or complication",diagnose
67124,Thrombophlebit-postpart,"Superficial thrombophlebitis complicating pregnancy and the puerperium, postpartum condition or complication",diagnose
67130,Deep thromb antepar-unsp,"Deep phlebothrombosis, antepartum, unspecified as to episode of care or not applicable",diagnose
67131,Deep throm antepar-deliv,"Deep phlebothrombosis, antepartum, delivered, with or without mention of antepartum condition",diagnose
67133,Deep vein thromb-antepar,"Deep phlebothrombosis, antepartum, antepartum condition or complication",diagnose
67140,Deep thromb postpar-unsp,"Deep phlebothrombosis, postpartum, unspecified as to episode of care or not applicable",diagnose
67142,Thromb postpar-del w p/p,"Deep phlebothrombosis, postpartum, delivered, with mention of postpartum complication",diagnose
67144,Deep vein thromb-postpar,"Deep phlebothrombosis, postpartum, postpartum condition or complication",diagnose
67150,Thrombosis NEC preg-unsp,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, unspecified as to episode of care or not applicable",diagnose
67151,Thrombosis NEC-delivered,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition",diagnose
67152,Thromb NEC-deliv w p/p,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, delivered, with mention of postpartum complication",diagnose
67153,Thrombosis NEC-antepart,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, antepartum condition or complication",diagnose
67154,Thrombosis NEC-postpart,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, postpartum condition or complication",diagnose
67180,Ven compl preg NEC-unsp,"Other venous complications of pregnancy and the puerperium, unspecified as to episode of care or not applicable",diagnose
67181,Venous compl NEC-deliver,"Other venous complications of pregnancy and the puerperium, delivered, with or without mention of antepartum condition",diagnose
67182,Ven comp NEC-deliv w p/p,"Other venous complications of pregnancy and the puerperium, delivered, with mention of postpartum complication",diagnose
67183,Venous compl NEC-antepar,"Other venous complications of pregnancy and the puerperium, antepartum condition or complication",diagnose
67184,Venous compl NEC-postpar,"Other venous complications of pregnancy and the puerperium, postpartum condition or complication",diagnose
6719,Cervical dx procedur NEC,Other diagnostic procedures on cervix,procedure
67190,Ven compl preg NOS-unsp,"Unspecified venous complication of pregnancy and the puerperium, unspecified as to episode of care or not applicable",diagnose
67191,Venous compl NOS-deliver,"Unspecified venous complication of pregnancy and the puerperium, delivered, with or without mention of antepartum condition",diagnose
67192,Ven comp NOS-deliv w p/p,"Unspecified venous complication of pregnancy and the puerperium, delivered, with mention of postpartum complication",diagnose
67193,Venous compl NOS-antepar,"Unspecified venous complication of pregnancy and the puerperium, antepartum condition or complication",diagnose
67194,Venous compl NOS-postpar,"Unspecified venous complication of pregnancy and the puerperium, postpartum condition or complication",diagnose
672,Conization of cervix,Conization of cervix,procedure
67200,Puerperal pyrexia-unspec,"Pyrexia of unknown origin during the puerperium, unspecified as to episode of care or not applicable",diagnose
67202,Puerp pyrexia-del w p/p,"Pyrexia of unknown origin during the puerperium, delivered, with mention of postpartum complication",diagnose
67204,Puerp pyrexia-postpartum,"Pyrexia of unknown origin during the puerperium, postpartum condition or complication",diagnose
67300,Ob air embolism-unspec,"Obstetrical air embolism, unspecified as to episode of care or not applicable",diagnose
67301,Ob air embolism-deliver,"Obstetrical air embolism, delivered, with or without mention of antepartum condition",diagnose
67302,Ob air embol-deliv w p/p,"Obstetrical air embolism, delivered, with mention of postpartum complication",diagnose
67303,Ob air embolism-antepart,"Obstetrical air embolism, antepartum condition or complication",diagnose
67304,Ob air embolism-postpart,"Obstetrical air embolism, postpartum condition or complication",diagnose
6731,Cervical cyst marsupial,Marsupialization of cervical cyst,procedure
67310,Amniotic embolism-unspec,"Amniotic fluid embolism, unspecified as to episode of care or not applicable",diagnose
67311,Amniotic embolism-deliv,"Amniotic fluid embolism, delivered, with or without mention of antepartum condition",diagnose
67312,Amniot embol-deliv w p/p,"Amniotic fluid embolism, delivered, with mention of postpartum complication",diagnose
67313,Amniotic embol-antepart,"Amniotic fluid embolism, antepartum condition or complication",diagnose
67314,Amniotic embol-postpart,"Amniotic fluid embolism, postpartum condition or complication",diagnose
6732,Cervical les cauterizat,Destruction of lesion of cervix by cauterization,procedure
67320,Ob pulm embol NOS-unspec,"Obstetrical blood-clot embolism, unspecified as to episode of care or not applicable",diagnose
67321,Pulm embol NOS-delivered,"Obstetrical blood-clot embolism, delivered, with or without mention of antepartum condition",diagnose
67322,Pulm embol NOS-del w p/p,"Obstetrical blood-clot embolism, delivered, with mention of postpartum complication",diagnose
67323,Pulm embol NOS-antepart,"Obstetrical blood-clot embolism, antepartum condition or complication",diagnose
67324,Pulm embol NOS-postpart,"Obstetrical blood-clot embolism, postpartum condition or complication",diagnose
6733,Cervical les cryotherapy,Destruction of lesion of cervix by cryosurgery,procedure
67330,Ob pyemic embol-unspec,"Obstetrical pyemic and septic embolism, unspecified as to episode of care or not applicable",diagnose
67331,Ob pyemic embol-deliver,"Obstetrical pyemic and septic embolism, delivered, with or without mention of antepartum condition",diagnose
67332,Ob pyem embol-del w p/p,"Obstetrical pyemic and septic embolism, delivered, with mention of postpartum complication",diagnose
67333,Ob pyemic embol-antepart,"Obstetrical pyemic and septic embolism, antepartum condition or complication",diagnose
67334,Ob pyemic embol-postpart,"Obstetrical pyemic and septic embolism, postpartum condition or complication",diagnose
67380,Ob pulmon embol NEC-unsp,"Other obstetrical pulmonary embolism, unspecified as to episode of care or not applicable",diagnose
67381,Pulmon embol NEC-deliver,"Other obstetrical pulmonary embolism, delivered, with or without mention of antepartum condition",diagnose
67382,Pulm embol NEC-del w p/p,"Other obstetrical pulmonary embolism, delivered, with mention of postpartum complication",diagnose
67383,Pulmon embol NEC-antepar,"Other obstetrical pulmonary embolism, antepartum condition or complication",diagnose
67384,Pulmon embol NEC-postpar,"Other obstetrical pulmonary embolism, postpartum condition or complication",diagnose
6739,Cervical les destruc NEC,Other excision or destruction of lesion or tissue of cervix,procedure
674,Amputation of cervix,Amputation of cervix,procedure
67400,Puerp cerebvasc dis-unsp,"Cerebrovascular disorders in the puerperium, unspecified as to episode of care or not applicable",diagnose
67401,Puerp cerebvas dis-deliv,"Cerebrovascular disorders in the puerperium, delivered, with or without mention of antepartum condition",diagnose
67402,Cerebvas dis-deliv w p/p,"Cerebrovascular disorders in the puerperium, delivered, with mention of postpartum complication",diagnose
67403,Cerebrovasc dis-antepart,"Cerebrovascular disorders in the puerperium, antepartum condition or complication",diagnose
67404,Cerebrovasc dis-postpart,"Cerebrovascular disorders in the puerperium, postpartum condition or complication",diagnose
67410,Disrupt c-sect wnd-unsp,"Disruption of cesarean wound, unspecified as to episode of care or not applicable",diagnose
67412,Disrupt c-sect-del w p/p,"Disruption of cesarean wound, delivered, with mention of postpartum complication",diagnose
67414,Disrupt c-sect-postpart,"Disruption of cesarean wound, postpartum condition or complication",diagnose
67420,Disrupt perineum-unspec,"Disruption of perineal wound, unspecified as to episode of care or not applicable",diagnose
67422,Disrupt perin-del w p/p,"Disruption of perineal wound, delivered, with mention of postpartum complication",diagnose
67424,Disrupt perineum-postpar,"Disruption of perineal wound, postpartum condition or complication",diagnose
67430,Ob surg compl NEC-unspec,"Other complications of obstetrical surgical wounds, unspecified as to episode of care or not applicable",diagnose
67432,Ob surg compl-del w p/p,"Other complications of obstetrical surgical wounds, delivered, with mention of postpartum complication",diagnose
67434,Ob surg comp NEC-postpar,"Other complications of obstetrical surgical wounds, postpartum condition or complication",diagnose
67440,Placental polyp-unspec,"Placental polyp, unspecified as to episode of care or not applicable",diagnose
67442,Placent polyp-del w p/p,"Placental polyp, delivered, with mention of postpartum complication",diagnose
67444,Placental polyp-postpart,"Placental polyp, postpartum condition or complication",diagnose
67450,Peripart cardiomy-unspec,"Peripartum cardiomyopathy, unspecified as to episode of care or not applicable",diagnose
67451,Peripartum cardiomy-del,"Peripartum cardiomyopathy, delivered, with or without mention of antepartum condition",diagnose
67452,Peripart card del w p/p,"Peripartum cardiomyopathy, delivered, with mention of postpartum condition",diagnose
67453,Peripartum card-antepart,"Peripartum cardiomyopathy, antepartum condition or complication",diagnose
67454,Peripartum card-postpart,"Peripartum cardiomyopathy, postpartum condition or complication",diagnose
67480,Puerp compl NEC-unspec,"Other complications of puerperium, unspecified as to episode of care or not applicable",diagnose
67482,Puerp comp NEC-del w p/p,"Other complications of puerperium, delivered, with mention of postpartum complication",diagnose
67484,Puerp compl NEC-postpart,"Other complications of puerperium, postpartum condition or complication",diagnose
67490,Puerp compl NOS-unspec,"Unspecified complications of puerperium, unspecified as to episode of care or not applicable",diagnose
67492,Puerp comp NOS-del w p/p,"Unspecified complications of puerperium, delivered, with mention of postpartum complication",diagnose
67494,Puerp compl NOS-postpart,"Unspecified complications of puerperium, postpartum condition or complication",diagnose
67500,Infect nipple preg-unsp,"Infections of nipple associated with childbirth, unspecified as to episode of care or not applicable",diagnose
67501,Infect nipple-delivered,"Infections of nipple associated with childbirth, delivered, with or without mention of antepartum condition",diagnose
67502,Infect nipple-del w p/p,"Infections of nipple associated with childbirth, delivered, with mention of postpartum complication",diagnose
67503,Infect nipple-antepartum,"Infections of nipple associated with childbirth, antepartum condition or complication",diagnose
67504,Infect nipple-postpartum,"Infections of nipple associated with childbirth, postpartum condition or complication",diagnose
6751,Transab cerclage cervix,Transabdominal cerclage of cervix,procedure
67510,Breast abscess preg-unsp,"Abscess of breast associated with childbirth, unspecified as to episode of care or not applicable",diagnose
67511,Breast abscess-delivered,"Abscess of breast associated with childbirth, delivered, with or without mention of antepartum condition",diagnose
67512,Breast abscess-del w p/p,"Abscess of breast associated with childbirth, delivered, with mention of postpartum complication",diagnose
67513,Breast abscess-antepart,"Abscess of breast associated with childbirth, antepartum condition or complication",diagnose
67514,Breast abscess-postpart,"Abscess of breast associated with childbirth, postpartum condition or complication",diagnose
67520,Mastitis in preg-unspec,"Nonpurulent mastitis associated with childbirth, unspecified as to episode of care or not applicable",diagnose
67521,Mastitis-delivered,"Nonpurulent mastitis associated with childbirth, delivered, with or without mention of antepartum condition",diagnose
67522,Mastitis-deliv w p/p,"Nonpurulent mastitis associated with childbirth, delivered, with mention of postpartum complication",diagnose
67523,Mastitis-antepartum,"Nonpurulent mastitis associated with childbirth, antepartum condition or complication",diagnose
67524,Mastitis-postpartum,"Nonpurulent mastitis associated with childbirth, postpartum condition or complication",diagnose
67580,Breast inf preg NEC-unsp,"Other specified infections of the breast and nipple associated with childbirth, unspecified as to episode of care or not applicable",diagnose
67581,Breast infect NEC-deliv,"Other specified infections of the breast and nipple associated with childbirth, delivered, with or without mention of antepartum condition",diagnose
67582,Breast inf NEC-del w p/p,"Other specified infections of the breast and nipple associated with childbirth, delivered, with mention of postpartum complication",diagnose
67583,Breast inf NEC-antepart,"Other specified infections of the breast and nipple associated with childbirth, antepartum condition or complication",diagnose
67584,Breast inf NEC-postpart,"Other specified infections of the breast and nipple associated with childbirth, postpartum condition or complication",diagnose
6759,Oth rep int cervical os,Other repair of internal cervical os,procedure
67590,Breast inf preg NOS-unsp,"Unspecified infection of the breast and nipple associated with childbirth, unspecified as to episode of care or not applicable",diagnose
67591,Breast infect NOS-deliv,"Unspecified infection of the breast and nipple associated with childbirth, delivered, with or without mention of antepartum condition",diagnose
67592,Breast inf NOS-del w p/p,"Unspecified infection of the breast and nipple associated with childbirth, delivered, with mention of postpartum complication",diagnose
67593,Breast inf NOS-antepart,"Unspecified infection of the breast and nipple associated with childbirth, antepartum condition or complication",diagnose
67594,Breast inf NOS-postpart,"Unspecified infection of the breast and nipple associated with childbirth, postpartum condition or complication",diagnose
67600,Retract nipple preg-unsp,"Retracted nipple associated with childbirth, unspecified as to episode of care or not applicable",diagnose
67601,Retracted nipple-deliver,"Retracted nipple associated with childbirth, delivered, with or without mention of antepartum condition",diagnose
67602,Retract nipple-del w p/p,"Retracted nipple associated with childbirth, delivered, with mention of postpartum complication",diagnose
67603,Retract nipple-antepart,"Retracted nipple associated with childbirth, antepartum condition or complication",diagnose
67604,Retract nipple-postpart,"Retracted nipple associated with childbirth, postpartum condition or complication",diagnose
6761,Suture cervical lacerat,Suture of laceration of cervix,procedure
67610,Cracked nipple preg-unsp,"Cracked nipple associated with childbirth, unspecified as to episode of care or not applicable",diagnose
67611,Cracked nipple-delivered,"Cracked nipple associated with childbirth, delivered, with or without mention of antepartum condition",diagnose
67612,Cracked nipple-del w p/p,"Cracked nipple associated with childbirth, delivered, with mention of postpartum complication",diagnose
67613,Cracked nipple-antepart,"Cracked nipple associated with childbirth, antepartum condition or complication",diagnose
67614,Cracked nipple-postpart,"Cracked nipple associated with childbirth, postpartum condition or complication",diagnose
6762,Cervical fistula repair,Repair of fistula of cervix,procedure
67620,Breast engorge-unspec,"Engorgement of breasts associated with childbirth, unspecified as to episode of care or not applicable",diagnose
67621,Breast engorge-delivered,"Engorgement of breasts associated with childbirth, delivered, with or without mention of antepartum condition",diagnose
67622,Breast engorge-del w p/p,"Engorgement of breasts associated with childbirth, delivered, with mention of postpartum complication",diagnose
67623,Breast engorge-antepart,"Engorgement of breasts associated with childbirth, antepartum condition or complication",diagnose
67624,Breast engorge-postpart,"Engorgement of breasts associated with childbirth, postpartum condition or complication",diagnose
67630,Breast dis preg NEC-unsp,"Other and unspecified disorder of breast associated with childbirth, unspecified as to episode of care or not applicable",diagnose
67631,Breast dis NEC-delivered,"Other and unspecified disorder of breast associated with childbirth, delivered, with or without mention of antepartum condition",diagnose
67632,Breast dis NEC-del w p/p,"Other and unspecified disorder of breast associated with childbirth, delivered, with mention of postpartum complication",diagnose
67633,Breast dis NEC-antepart,"Other and unspecified disorder of breast associated with childbirth, antepartum condition or complication",diagnose
67634,Breast dis NEC-postpart,"Other and unspecified disorder of breast associated with childbirth, postpartum condition or complication",diagnose
67640,Lactation fail-unspec,"Failure of lactation, unspecified as to episode of care or not applicable",diagnose
67641,Lactation fail-delivered,"Failure of lactation, delivered, with or without mention of antepartum condition",diagnose
67642,Lactation fail-del w p/p,"Failure of lactation, delivered, with mention of postpartum complication",diagnose
67643,Lactation fail-antepart,"Failure of lactation, antepartum condition or complication",diagnose
67644,Lactation fail-postpart,"Failure of lactation, postpartum condition or complication",diagnose
67650,Suppr lactation-unspec,"Suppressed lactation, unspecified as to episode of care or not applicable",diagnose
67651,Suppr lactation-deliver,"Suppressed lactation, delivered, with or without mention of antepartum condition",diagnose
67652,Suppr lactat-del w p/p,"Suppressed lactation, delivered, with mention of postpartum complication",diagnose
67653,Suppr lactation-antepar,"Suppressed lactation, antepartum condition or complication",diagnose
67654,Suppr lactation-postpart,"Suppressed lactation, postpartum condition or complication",diagnose
67660,Galactorrhea preg-unspec,"Galactorrhea associated with childbirth, unspecified as to episode of care or not applicable",diagnose
67661,Galactorrhea-delivered,"Galactorrhea associated with childbirth, delivered, with or without mention of antepartum condition",diagnose
67662,Galactorrhea-del w p/p,"Galactorrhea associated with childbirth, delivered, with mention of postpartum complication",diagnose
67663,Galactorrhea-antepartum,"Galactorrhea associated with childbirth, antepartum condition or complication",diagnose
67664,Galactorrhea-postpartum,"Galactorrhea associated with childbirth, postpartum condition or complication",diagnose
67680,Lactation dis NEC-unspec,"Other disorders of lactation, unspecified as to episode of care or not applicable",diagnose
67681,Lactation dis NEC-deliv,"Other disorders of lactation, delivered, with or without mention of antepartum condition",diagnose
67682,Lactat dis NEC-del w p/p,"Other disorders of lactation, delivered, with mention of postpartum complication",diagnose
67683,Lactat dis NEC-antepart,"Other disorders of lactation, antepartum condition or complication",diagnose
67684,Lactat dis NEC-postpart,"Other disorders of lactation, postpartum condition or complication",diagnose
6769,Cervical repair NEC,Other repair of cervix,procedure
67690,Lactation dis NOS-unspec,"Unspecified disorder of lactation, unspecified as to episode of care or not applicable",diagnose
67691,Lactation dis NOS-deliv,"Unspecified disorder of lactation, delivered, with or without mention of antepartum condition",diagnose
67692,Lactat dis NOS-del w p/p,"Unspecified disorder of lactation, delivered, with mention of postpartum complication",diagnose
67693,Lactat dis NOS-antepart,"Unspecified disorder of lactation, antepartum condition or complication",diagnose
67694,Lactat dis NOS-postpart,"Unspecified disorder of lactation, postpartum condition or complication",diagnose
677,Late effct cmplcatn preg,"Late effect of complication of pregnancy, childbirth, and the puerperium",diagnose
67800,Fetal hematologic-unspec,"Fetal hematologic conditions, unspecified as to episode of care or not applicable",diagnose
67801,Fetal hematologic-deliv,"Fetal hematologic conditions, delivered, with or without mention of antepartum condition",diagnose
67803,Fetal hematologic-ante,"Fetal hematologic conditions, antepartum condition or complication",diagnose
67810,Fetal conjoin twins-unsp,"Fetal conjoined twins, unspecified as to episode of care or not applicable",diagnose
67811,Fetal conjoin twins-del,"Fetal conjoined twins, delivered, with or without mention of antepartum condition",diagnose
67813,Fetal conjoin twins-ante,"Fetal conjoined twins, antepartum condition or complication",diagnose
67900,Mat comp in utero-unsp,"Maternal complications from in utero procedure, unspecified as to episode of care or not applicable",diagnose
67901,Mat comp in utero-del,"Maternal complications from in utero procedure, delivered, with or without mention of antepartum condition",diagnose
67902,Mat comp in utro-del-p/p,"Maternal complications from in utero procedure, delivered, with mention of postpartum complication",diagnose
67903,Mat comp in utero-ante,"Maternal complications from in utero procedure, antepartum condition or complication",diagnose
67904,Mat comp in utero-p/p,"Maternal complications from in utero procedure, postpartum condition or complication",diagnose
67910,Fetal comp in utero-unsp,"Fetal complications from in utero procedure, unspecified as to episode of care or not applicable",diagnose
67911,Fetal comp in utero-del,"Fetal complications from in utero procedure, delivered, with or without mention of antepartum condition",diagnose
67912,Ftl cmp in utro-del-p/p,"Fetal complications from in utero procedure, delivered, with mention of postpartum complication",diagnose
67913,Fetal comp in utero-ante,"Fetal complications from in utero procedure, antepartum condition or complication",diagnose
67914,Fetal comp in utero-p/p,"Fetal complications from in utero procedure, postpartum condition or complication",diagnose
680,Hysterotomy,Hysterotomy,procedure
6800,Carbuncle of face,Carbuncle and furuncle of face,diagnose
6801,Carbuncle of neck,Carbuncle and furuncle of neck,diagnose
6802,Carbuncle of trunk,Carbuncle and furuncle of trunk,diagnose
6803,Carbuncle of arm,Carbuncle and furuncle of upper arm and forearm,diagnose
6804,Carbuncle of hand,Carbuncle and furuncle of hand,diagnose
6805,Carbuncle of buttock,Carbuncle and furuncle of buttock,diagnose
6806,Carbuncle of leg,"Carbuncle and furuncle of leg, except foot",diagnose
6807,Carbuncle of foot,Carbuncle and furuncle of foot,diagnose
6808,"Carbuncle, site NEC",Carbuncle and furuncle of other specified sites,diagnose
6809,Carbuncle NOS,Carbuncle and furuncle of unspecified site,diagnose
68100,"Cellulitis, finger NOS","Cellulitis and abscess of finger, unspecified",diagnose
68101,Felon,Felon,diagnose
68102,Onychia of finger,Onychia and paronychia of finger,diagnose
6811,Digital exam of uterus,Digital examination of uterus,procedure
68110,"Cellulitis, toe NOS","Cellulitis and abscess of toe, unspecified",diagnose
68111,Onychia of toe,Onychia and paronychia of toe,diagnose
6812,Hysteroscopy,Hysteroscopy,procedure
6813,Open uterine biopsy,Open biopsy of uterus,procedure
6814,Open uterine ligament bx,Open biopsy of uterine ligaments,procedure
6815,Clos uterine ligament bx,Closed biopsy of uterine ligaments,procedure
6816,Closed uterine biopsy,Closed biopsy of uterus,procedure
6819,Uterus/adnex dx proc NEC,Other diagnostic procedures on uterus and supporting structures,procedure
6819,Cellulitis of digit NOS,Cellulitis and abscess of unspecified digit,diagnose
6820,Cellulitis of face,Cellulitis and abscess of face,diagnose
6821,Cellulitis of neck,Cellulitis and abscess of neck,diagnose
6821,Endomet synechiae divis,Division of endometrial synechiae,procedure
6822,Incision uterine septum,Incision or excision of congenital septum of uterus,procedure
6822,Cellulitis of trunk,Cellulitis and abscess of trunk,diagnose
6823,Cellulitis of arm,Cellulitis and abscess of upper arm and forearm,diagnose
6823,Endometrial ablation,Endometrial ablation,procedure
6824,Uterine art emb w coils,Uterine artery embolization [UAE] with coils,procedure
6824,Cellulitis of hand,"Cellulitis and abscess of hand, except fingers and thumb",diagnose
6825,Cellulitis of buttock,Cellulitis and abscess of buttock,diagnose
6825,Uterine art emb w/o coil,Uterine artery embolization [UAE] without coils,procedure
6826,Cellulitis of leg,"Cellulitis and abscess of leg, except foot",diagnose
6827,Cellulitis of foot,"Cellulitis and abscess of foot, except toes",diagnose
6828,"Cellulitis, site NEC",Cellulitis and abscess of other specified sites,diagnose
